,Person,<=10,10-20,20-30,30-40,40-50,50-60,60-70,70+
416,149,,,,0.628,0.468173333,0.455566667,0.6814,
417,403,,,0.515071429,0.53129,0.516161905,0.373933333,0.450333333,0.7323
418,457,,0.6293,0.576844444,0.490883333,0.60825,0.4929,,
419,349,,,,0.5211,0.68207619,0.689233333,0.642707143,
420,385,,0.566516667,,0.4182,,,,
421,470,,,,0.55867,0.62689,0.6719,0.7168,0.692133333
422,397,,,0.589066667,0.593871429,0.4776,0.518616667,0.3506,
423,45,,,0.6883,0.649073333,0.532893333,0.505357143,0.553806667,0.603772222
424,564,,,0.6308,0.610726667,0.571116667,0.54082,0.6076,0.5248
425,314,,0.592,0.613016667,0.657966667,0.60005,0.622133333,0.59782,0.71579
426,324,,,0.49134,0.56327619,0.589472222,0.554183333,0.5263,
427,439,,,0.6223,,0.5167,,,0.664533333
428,465,,,0.5898,0.511426667,0.622166667,0.466066667,0.62955,0.683573333
429,432,,,,0.681189286,0.609860714,0.7212,0.672516667,0.7756
430,371,,,0.571547619,0.552448889,0.483246667,0.4508,0.53424,0.63763
431,459,,,0.576,0.42034,0.5643,,0.623966667,
432,104,,,0.632116667,0.572773333,0.531906667,0.542733333,0.519,0.714926667
433,42,,,0.62615,0.613513333,0.628886667,0.605232143,0.65008,
434,537,,,,0.667733333,0.566783333,0.74548,,
435,19,,,0.626314286,0.589535714,0.57294,0.588746667,,
436,106,,,,,,,0.6635,0.625716667
437,550,,,0.4571,0.597804762,0.502361905,0.57755,0.53119,0.391253333
438,513,,0.640883333,0.630573333,0.619513333,0.5074,0.639666667,,
439,421,,0.5901,0.57501,0.57644,0.622009524,0.646133333,0.6972,0.65286
440,23,,,0.643510714,0.587566667,0.622166667,0.601313333,0.702060714,0.672461111
441,471,,,0.538314286,0.60644,0.574952381,0.629473333,0.636133333,0.679086111
442,451,,,,0.601866667,0.630511111,0.557,0.6936,
443,122,,0.50118,0.560728889,0.610573333,,,,0.43849
444,338,,,0.56391,0.5626,0.54557,0.56527,0.5259,0.701152727
445,418,,,0.43425,0.5663,0.491933333,,0.7372,
446,352,,,0.551646429,0.53149,0.584433333,,,0.479966667
447,562,,,0.483733333,,0.3616,0.352366667,0.5063,
448,252,,,0.42382381,0.633426667,0.6605,,0.6507,
449,66,,0.6647,0.522808333,0.504460714,0.495713333,0.63465,,
450,309,,,,,,,0.234333333,0.63433
451,364,,,0.6072,0.586860714,0.57786,0.621293333,0.488413333,0.588816667
452,81,,0.45333,0.498413333,0.432166667,0.5598,0.548116667,0.61067619,
453,460,,,,0.5268,0.56298,0.53104,0.45791,0.647913333
454,508,,,,0.419266667,0.597466667,0.584316667,0.767042857,
455,177,,,0.5575,0.6023,,0.5677,0.61095,0.57603
456,372,,0.5958,0.593792857,0.516226667,,,,0.642209524
457,373,,,0.6187,0.574252381,0.51603,0.611266667,0.59089,0.66758
458,447,,,,,0.351271429,0.4884,0.3412,0.416709524
459,553,,,,0.638666667,0.604788889,0.602933333,0.604716667,0.524333333
460,208,,,,0.546966667,0.595366667,0.610666667,0.6551,
461,112,,0.37991,0.533633333,0.507528571,0.508482143,0.49547,0.526075556,0.550265455
462,22,,,,0.69962381,0.677280952,0.663560714,0.525533333,0.703757143
463,262,,0.422,0.61465,0.641606667,0.697266667,0.713347619,,
464,399,,0.223633333,,,0.5188,,0.679666667,0.568332143
465,32,,,0.57972,0.279853333,0.53724,0.5927,0.587466667,0.542226667
466,526,,,0.4613,0.6133,0.682452778,,,
467,540,,,,,0.54739,0.536133333,0.5631,0.513108889
468,120,,0.38856,0.564625,0.438746667,0.51395,0.6131,0.48025,0.620985714
469,99,,,0.55591,0.615926667,0.61818,0.546016667,,0.524766667
470,129,,,,0.6484,0.487590476,0.4906,0.4511,0.649128889
471,558,,,0.5242,0.65464,0.592939286,0.487583333,0.544346667,0.657153571
472,258,,,0.60106,0.589607143,0.62782,0.64016,0.717433333,0.772533333
473,231,,,0.708571429,0.53451,0.650110714,0.660233333,,
474,398,,0.533,,,0.7631,0.6713,0.708733333,0.643007143
475,328,,,,0.5711,0.49932,0.485606667,0.634293333,0.6522
476,419,,,,,,0.627333333,,0.60537
477,518,,0.582916667,0.631533333,0.595553333,0.7895,0.704366667,,
478,273,,0.465,0.559219048,0.533,,,,0.232
479,401,,0.422466667,0.509085714,0.39021,0.6534,,0.5743,
480,123,,,,,,0.5748,,0.669678571
481,374,,,0.508097222,0.525244444,0.642711111,0.667733333,,
482,259,,0.147933333,0.58192,0.652866667,0.5549,,,
483,334,,,0.608833333,0.533566667,,0.5972,0.41722,0.57601
484,498,,,0.595589286,0.605833333,0.619114286,0.689319048,,
485,254,,0.5996,0.417933333,0.561305556,0.557360714,0.378335714,,
486,276,,,0.594193333,0.39815,0.381,,0.5193,0.602233333
487,358,0.639133333,0.505866667,0.340766667,0.3889,0.4823,0.595,0.404883333,
488,473,,0.3012,0.610316667,0.705619444,0.655816667,0.614128571,0.661457143,0.620133333
489,524,,0.524133333,,,0.53852,0.554883333,,
490,15,,,0.4886,0.590013333,0.611714286,0.61986,0.7266,0.770666667
491,69,,,0.6134,0.532648889,0.588744444,0.590304762,,
492,424,,0.54647,0.510328571,,0.59033,0.63795,0.7358,0.7331
493,196,,0.6904,0.573806667,0.4907,0.4881,0.600247619,0.537133333,0.56735
494,96,,,0.5368,0.62794,0.685983333,,,
495,201,,,,,0.5779,0.592057143,0.614,0.528133333
496,274,,0.520533333,0.52707619,0.584366667,0.5847,,,0.709160714
497,90,,,,0.751033333,0.5751,0.6793,,0.673733333
498,156,,,0.495333333,0.50764,0.5486,0.4809,0.3659,
499,225,,,,,,0.6862,0.541466667,0.48008
500,331,,,0.520233333,0.631009524,0.453095238,0.59615,0.622,
501,295,,,,0.3931,0.4898,0.52913,0.535373333,
502,519,,,,0.4113,0.640282222,0.637564286,0.54855,
503,560,,,0.6049,,0.3727,,0.64566,0.6252
504,117,,,0.585793333,0.619266667,0.59689,0.70064,0.666466667,0.605433333
505,296,,,,,,0.6187,,0.671016667
506,82,,,0.5407,0.5458,0.55855,0.676,0.522716667,0.658005128
507,53,,,,,,,,0.676590476
508,428,,0.39584,0.57,0.55294,,0.713466667,0.6313,
509,215,,0.564867857,0.592625,0.661335714,0.739638889,,,
510,173,,,,0.657766667,0.651833333,0.623483333,0.3242,0.4338
511,1,,,,,0.699683333,0.666833333,,
512,490,,0.5837,0.476353333,0.61838,,,,
513,511,,,,0.66379,0.707825,0.687631111,0.725266667,
514,303,,,0.404538095,0.468292857,0.6368,,0.69205,0.751585714
515,37,,,,0.395921429,0.553875,0.557275,0.556686667,0.62272
516,402,,,0.6185,0.584871429,0.632313333,0.59738,0.465266667,
517,435,,0.567933333,0.4738,0.59952,0.5393,0.6665,0.6221,0.6467
518,554,,,0.576421429,0.508804762,0.47795,0.4777,0.611242857,0.79029
519,160,,,0.5124,0.597385714,0.560866667,0.455166667,0.67195,0.693823333
520,250,,0.38,0.645813333,0.679,,,,0.282766667
521,207,,,0.5671,0.4605,0.408283333,,,0.5192
522,450,,,0.63141,0.6218,,0.39116,0.6603,0.5255
523,557,,,0.501978571,0.58634,0.55983,0.431742857,0.6149,
524,48,,,0.568142857,0.63848,0.639833333,0.7532,0.723153333,
525,287,,,,0.538535714,0.507975,0.632767857,,
526,211,,,0.9156,0.622333333,0.6763,0.6832,0.5727,
527,35,,0.325213333,0.679133333,0.52256,0.751866667,0.753393333,0.782766667,0.802573333
528,107,,,0.65916,0.624613333,0.63089,0.77147619,,
529,169,,0.6826,0.491782143,0.552533333,0.497983333,0.644226667,0.6987,
530,523,,0.0757,,0.567566667,0.4607,0.729966667,0.713233333,0.807833333
531,167,,,,,,,0.575366667,0.6928
532,266,,,0.632983333,0.61378,0.5439,0.6478,0.733733333,
533,263,,,,0.563916667,0.589238095,0.698383333,0.5875,
534,272,,,0.539046429,0.456258333,0.630603571,,,
535,164,,,,0.573366667,0.55677619,0.506764444,0.651,0.594
536,341,,,,0.524371429,0.62892,0.744916667,,
537,238,,,0.0942,0.62337619,0.6264,0.610146667,0.5783,0.7282
538,34,,,0.633786667,0.376433333,0.53945,0.415633333,0.511666667,
539,214,,,0.512633333,0.51865,0.5324,0.685633333,0.6902,0.683966667
540,91,,,0.619,0.601895238,0.60336,0.64868,0.690996429,
541,14,,0.4896,0.419833333,0.464514286,0.593783333,0.2809,,
542,220,,,0.46994,0.603166667,0.406133333,,,
543,386,,0.4984,0.628333333,0.667521429,0.642642857,0.593652381,0.64606,
544,290,,,,0.625017778,0.548013333,0.587939286,0.6938,
545,326,,,,0.543433333,,0.652216667,0.4162,
546,236,,,0.641466667,0.535811111,0.517133333,0.53072,0.5758,0.634162637
547,265,,,0.611033333,0.565506667,,,,
548,292,,,0.5289,0.492683333,0.2917,0.470266667,0.482,
549,289,,,0.587317857,0.50963,0.64033,0.62415,,
550,75,,0.495,0.65371,0.59254,0.607133333,0.718204762,0.64494,
551,237,,,0.579252381,0.565195556,0.5124,0.61636,0.599514286,0.7128
552,322,,,0.541803571,0.5296,,,,
553,93,,,,0.569938889,0.54837,0.6077,0.5597,0.62475
554,335,,,0.0565,0.584886667,0.587580952,0.602973333,0.59125,
555,125,,,1,0.601633333,0.658433333,0.5931,,
556,7,,,0.5649,0.574292857,0.4849,0.582053333,0.61884,0.633890476
557,461,,,0.6729,0.660333333,0.708706667,0.6684,0.7272,0.73405
558,61,,,,0.516316667,0.605590476,0.549425,0.625066667,
