,Person,<=10_10-20,<=10_20-30,<=10_30-40,<=10_40-50,<=10_50-60,<=10_60-70,10-20_20-30,10-20_30-40,10-20_40-50,10-20_50-60,10-20_60-70,20-30_30-40,20-30_40-50,20-30_50-60,20-30_60-70,30-40_40-50,30-40_50-60,30-40_60-70,40-50_50-60,40-50_60-70,50-60_60-70,<=10_70+,10-20_70+,20-30_70+,30-40_70+,40-50_70+,50-60_70+,60-70_70+
32,43,,,,,,,0.46900625,0.4305,0.4162,0.42040000000000005,0.44575,0.549890625,0.4713125,0.49943333333333334,0.4749125,0.5064375,0.5179333333333332,0.476175,0.5996333333333334,0.604225,0.6324,,,,,,,
33,176,,,,,,,0.34659,0.33094999999999997,0.31305,0.20800000000000002,,0.32250999999999996,0.36094,0.33628,,0.3472,0.32935,,0.3402,,,,,,,,,
34,70,,,,,,,,,,,,,,,,0.5932071428571428,0.568975,0.55178125,0.5763428571428572,0.5571214285714285,0.57315,,,,0.4369083333333334,0.47951428571428584,0.5060166666666667,0.5605166666666667
35,209,,,,,,,0.49575,,,0.32655,0.32015,,,0.46105,0.45264000000000004,,,,,,0.5745100000000001,,0.21656666666666666,0.38576666666666665,,,0.44121666666666665,0.4523066666666667
36,537,,,,,,,,,,,,0.6099333333333333,0.43855,0.48869999999999997,,0.5655333333333333,0.5974,,0.6363166666666666,,,,,,,,,
37,119,,,,,,,,,,,,,,,,0.46116666666666667,0.35524999999999995,,0.48984999999999995,,,,,,,,,
38,77,,,,,,,0.14316666666666666,0.055175,0.0312,0.0812,0.1174,0.37424166666666675,0.3475333333333333,0.45809999999999995,0.3939333333333333,0.4163,0.4637,0.3618,0.5569,0.584,0.5529,,0.05256666666666667,0.31278888888888884,0.3066916666666667,0.4310333333333333,0.4721666666666667,0.48996666666666666
39,404,,,,,,,0.572461111111111,0.49880714285714284,0.45065,0.3820125,0.34951666666666664,0.5762857142857143,0.5433805555555555,0.46591666666666676,0.4306296296296296,0.6240142857142857,0.555725,0.47774285714285714,0.59885,0.5354,0.5489,,0.27025,0.38278888888888885,0.41407857142857146,0.4989625,0.555075,0.586
40,206,,,,,,,,,,,,0.5516400000000001,0.4463125,0.3927333333333333,0.3568166666666667,0.5157550000000001,0.45112666666666656,0.42638,0.4650666666666666,0.42861666666666665,0.49114444444444444,,,0.290075,0.314815,0.3338125,0.4291833333333333,0.5044916666666667
41,462,,,,,,,,,,,,0.5451166666666666,0.48697777777777784,0.4789111111111111,0.47128,0.5936296296296297,0.5848962962962962,0.58292,0.640069135802469,0.6075844444444445,0.6441733333333333,,,0.41202500000000003,0.5070111111111112,0.5075092592592593,0.5688388888888889,0.6029233333333333
42,497,,,,,,,0.6044624999999999,0.56798,0.47264,0.42596666666666666,0.439,0.615155,0.5423674999999999,0.4592083333333334,0.485475,0.597132,0.5152933333333334,0.54116,0.6021599999999999,0.59012,0.6419166666666666,,,,,,,
43,514,,,,,,,,,,,,0.6215740740740741,0.5718422222222223,0.5103666666666666,,0.56458,0.5317999999999999,,0.5546999999999999,,,,,,,,,
44,155,,,,,,,0.5443200000000001,0.39365,0.1686,0.22433333333333336,0.22052500000000003,0.43741,0.24178,0.2590866666666667,0.26693,0.37423333333333336,0.37318333333333326,0.39385000000000003,0.2733388888888889,0.26416666666666666,0.4679500000000001,,,,,,,
45,499,,,,,,,0.6156,,0.27995000000000003,0.37005,0.12969999999999998,,0.37334999999999996,0.44279999999999997,0.27025,,,,0.5526,0.5616,0.484375,,0.120875,0.247575,,0.47335,0.35431250000000003,0.5471
46,101,,,,,,,,,,,,0.44649999999999995,0.3736,,,0.42819999999999997,,,,,,,,,,,,
47,518,,,,,,,0.58438125,0.5654166666666667,0.501325,0.45003125,,0.6053916666666667,0.518175,0.46981875,,0.6259083333333334,0.564275,,0.705325,,,,,,,,,
48,318,,,,,,,0.6711799999999999,0.6706777777777778,0.6300888888888889,0.6303166666666666,,0.6285422222222222,0.6133011111111111,0.6089483333333333,,0.6139382716049383,0.6168537037037036,,0.7266037037037036,,,,,,,,,
49,309,,,,,,,,,,,,,,,,,,,,,0.3483,,,,,,0.46724,0.4529666666666667
50,509,,,,,,,,,,,,0.57480625,0.5019874999999999,,,0.52225625,,,,,,,,,,,,
51,100,,,,,,,,,,,,0.5083190476190476,0.43309555555555557,0.3948666666666667,0.30992222222222227,0.5029485714285714,0.45852857142857145,0.38079999999999997,0.49316000000000004,0.44049999999999995,0.45875,,,0.2654148148148148,0.3126095238095238,0.3962666666666667,0.47354999999999997,0.47513333333333335
52,435,,,,,,,0.49341666666666667,0.49499333333333334,0.37308888888888886,0.44483333333333325,0.41744444444444445,0.54511,0.3648,0.36510000000000004,0.33538333333333337,0.44930666666666663,0.43309999999999993,0.38154000000000005,0.5271833333333334,0.4357888888888889,0.61325,,0.37375,0.336475,0.39241999999999994,0.4268166666666667,0.6065,0.6056166666666668
53,440,,,,,,,0.47905,,0.3993666666666667,0.32091666666666663,0.2764,,0.408325,0.3351375,0.29265833333333335,,,,0.6116874999999999,0.4923916666666667,0.5393249999999999,,0.2813888888888889,0.32203333333333334,,0.4824,0.5180416666666666,0.5450555555555554
54,321,,,,,,,,,,,,0.45968888888888887,0.401775,0.3939777777777778,,0.44557916666666664,0.4329277777777778,,0.6275083333333334,,,,,,,,,
55,79,,,,,,,0.4064,0.40427857142857143,0.37217,0.32304999999999995,0.38255000000000006,0.5439678571428571,0.507145,0.41851041666666666,0.4471803571428571,0.5710914285714287,0.44594523809523806,0.47183265306122446,0.5088466666666667,0.5158428571428572,0.5951500000000001,,0.349,0.41123750000000003,0.4391,0.46948000000000006,0.5695666666666667,0.7427428571428571
56,349,,,,,,,0.4796,0.46085,0.38881428571428567,0.36558571428571435,0.374875,0.5841999999999999,0.4937571428571429,0.4849285714285715,0.45235000000000003,0.5966857142857143,0.5649928571428571,0.5114687499999999,0.6778142857142857,0.5931196428571427,0.6115892857142857,,0.315,0.3984,0.49505,0.5789714285714285,0.6078285714285715,0.6643749999999999
