,Person,<=10,10-20,20-30,30-40,40-50,50-60,60-70,70+
413,293,,,,0.500880952,0.22054,0.309090476,0.5813,0.65926
414,153,,,0.3719,0.396530556,0.36096,0.583414286,0.54194,
415,317,,,0.336985714,0.291525,0.303228571,0.415733333,,
416,339,,,,0.415466667,,,0.387409524,0.453095238
417,178,,,,,,,0.2885,
418,56,,,0.323516667,0.23035,0.313966667,0.508453333,0.6036,0.594836264
419,50,,,0.420871429,0.451164286,0.46135,0.42148,0.411566667,0.521402222
420,260,,0.4848,0.347353333,0.413983333,0.3688,0.331396429,,
421,151,,,0.252033333,0.41597619,0.2018,0.4305,,
422,308,,0.174783333,0.387366667,0.43465,0.50106,0.4327,0.317916667,0.521966667
423,91,,,0.484333333,0.364619048,0.34166,0.42422,0.482,
424,378,,,0.1762,0.330066667,0.218069444,0.261183333,0.379366667,
425,449,,,0.370785714,0.276083333,0.38882,0.338186667,0.5367,0.59516
426,301,,0.2292,0.29552381,0.341057143,,,,
427,220,,,0.33538,0.378366667,0.281766667,,,
428,217,,,,0.21055,,0.470983333,0.305966667,0.316
429,360,,,0.4482,0.412857143,,,,0.559037778
430,374,,,0.279483333,0.285875,0.514935556,0.517233333,,
431,279,,,0.3664,0.271566667,0.25702381,0.206516667,0.42281,
432,49,,0.2929,0.286116667,,0.3284,0.330704762,0.414457143,0.515325
433,187,,,0.318933333,0.418413333,0.2011,0.170166667,,
434,537,,,,0.474166667,0.3059,0.554266667,,
435,454,,0.5231,0.386133333,0.34322381,0.475986111,0.276035714,0.3065,0.35309
436,553,,,,0.4602,0.3903,0.293080952,0.42285,0.1832
437,237,,,0.368390476,0.32008,0.289666667,0.342673333,0.335033333,0.6079
438,330,,,,,0.37783,0.507733333,0.422566667,
439,316,,,0.4038,0.2879,0.33003,0.31645,0.410366667,
440,311,,,,0.36704,0.4416,0.4372,0.384683333,0.4919
441,263,,,,0.282933333,0.318585714,0.6324,0.5013,
442,135,,,0.4828,0.2946,0.368566667,0.219566667,,0.5246
443,277,,0.449682143,0.418704762,0.550928571,0.582646667,,,
444,129,,,,0.424783333,0.270909524,0.3598,0.206513333,0.497937778
445,76,,,0.2916,0.3545,0.3195,0.4535,,
446,485,,,,,,,,
447,565,,,0.245966667,0.337683333,0.3921,0.344266667,0.2039,0.339879487
448,393,,0.4787,0.301466667,0.42524,0.265266667,0.325983333,0.43553,
449,285,,,0.424982143,0.456473333,0.4281,0.4763,,
450,218,,,0.332883333,0.220113333,0.288671429,0.184357143,0.298082143,0.368043939
451,276,,,0.576153333,0.225833333,0.4142,,0.491066667,0.501033333
452,386,,0.4163,0.364883333,0.367592857,0.439292857,0.322633333,0.28319,
453,12,,,0.2909,0.463666667,,,0.467166667,0.343666667
454,303,,,0.266533333,0.270903571,0.352,,0.5146,0.614652381
455,488,,,0.1228,0.288480952,0.325953571,0.3201,0.488942857,0.353966667
456,418,,,0.2761,0.407533333,0.2666,,0.3953,
457,125,,,1,0.402266667,0.34175,0.4756,,
458,161,,,0.3392,0.2228,,0.355466667,,0.4061
459,519,,,,0.0393,0.334171111,0.350932143,0.39736,
460,164,,,,0.243580952,0.306390476,0.266424444,0.337233333,0.1249
461,185,,,,0.3736,0.17418,0.244653333,0.3323,
462,84,,,0.2593,0.2056,0.4019,0.2464,0.512433333,
463,396,,,,0.361466667,0.3278,,0.2167,0.299821429
464,264,,0.37697,0.42774,0.433947222,0.3179,,,
465,214,,,0.253283333,0.43852,0.3061,0.435133333,0.6324,0.545461905
466,193,,0.2658,0.326780952,0.42598,0.431766667,,,0.3544
467,257,,,0.34926,0.21052,0.265926667,0.431,0.295047619,0.374453571
468,259,,0.2546,0.5561,0.4926,0.2786,,,
469,504,,,0.26245,0.205033333,0.293678571,0.365447619,0.307206667,0.5637
470,133,,,0.4132,0.52808,0.435733333,0.390966667,0.365416667,
471,398,,0.4333,,,0.4531,0.362,0.367533333,0.432375
472,477,,,0.304716667,0.1495,0.4883,0.284633333,,
473,354,,,0.25557619,0.455752381,0.26995,0.1387,0.32097,0.42385
474,430,,,,,,0.7209,0.307173333,0.387683333
475,26,,,0.409444444,0.339725,0.296683333,0.373,0.310316667,0.48304
476,535,,0.3097,0.305766667,,,,0.236266667,
477,556,,,0.383716667,0.2673,0.474904762,0.675566667,,
478,464,,,0.31526,0.416286111,0.462106667,0.3427,0.373753333,
479,505,0.3468,,0.1773,0.3786,0.3348,,0.223416667,
480,420,,0.505683333,0.365330556,0.327291667,0.207766667,0.56661,,
481,134,,0.487633333,0.335228571,0.372089286,0.24055,0.47152,0.299953333,0.287883333
482,513,,0.37,0.446833333,0.359293333,0.372566667,0.480833333,,
483,174,,,,0.2517,,0.6189,,0.425966667
484,162,,,0.196916667,0.399871429,0.5834,0.56978,0.522180952,
485,550,,,0.4234,0.41072381,0.338638095,0.31153,0.26576,0.259893333
486,33,,0.535333333,0.4906,0.502392857,0.369671429,0.2468,0.1841,
487,442,,0.343533333,0.27687,0.415983333,0.534568889,0.701033333,,
488,251,,,0.406857143,0.484814286,0.405966667,0.314,0.2542,0.518266667
489,353,,,0.31946,0.491761905,0.421733333,0.376297222,0.4028,0.44554
490,380,,,,0.3662,0.44194,,0.3614,0.5097
491,132,,0.1524,0.19769,0.381717857,,0.3361,,0.229366667
492,192,,,0.471295238,0.613646667,0.403462222,0.3712,0.4627,0.4483
493,258,,,0.2693,0.300496429,0.415566667,0.485666667,0.470766667,0.550233333
494,155,,0.3114,,,,,,
495,441,,,,,,0.36657,0.450693333,0.38672
496,225,,,,,,0.6803,0.350133333,0.25665
497,467,,0.4357,0.424766667,0.347188889,0.326306667,0.366206667,,
498,123,,,,,,0.2708,,0.522635714
499,554,,,0.373164286,0.32277619,0.29695,0.176733333,0.29985,0.57252
500,493,,0.141766667,0.23183,,0.249373333,0.3125,0.5232,0.5635
501,324,,,0.25938,0.2558,0.336627778,0.19425,0.365466667,
502,422,,0.1805,,0.22043,0.374946667,0.351142857,0.333121429,0.731
503,39,,,0.2418,0.0679,0.295257143,0.320439286,0.277009524,0.2633
504,127,,,,0.443,0.300689286,0.264813333,0.31853,
505,163,,,0.3044,0.268285714,0.296267857,0.332980556,0.450866667,
506,248,,,0.4773,0.52432,0.466633333,0.477933333,0.432466667,0.51225
507,458,,0.1502,,,,,,0.560142857
508,377,,0.1901,0.325614286,0.3841,0.291980952,0.4201,,
509,138,,,0.2096,0.389610714,0.440991667,0.254790476,0.23168,0.34296
510,529,,,,,0.2136,0.4629,0.376996429,0.61256
511,32,,,0.44324,0.179833333,0.26646,0.33805,0.421816667,0.299673333
512,364,,,0.503166667,0.297117857,0.4152,0.468873333,0.335413333,0.3594
513,250,,0.3337,0.486151111,0.4383,,,,0.2878
514,45,,,0.0559,0.473986667,0.309586667,0.181985714,0.366393333,0.412063889
515,470,,,,0.2773,0.53489,0.5278,0.5104,0.592
516,423,,,0.1366,0.398516667,0.32945,0.284693333,,
517,77,,,0.155566667,0.137733333,,,,0.149533333
518,30,,0.43343,0.247988889,0.251766667,0.312427778,0.435786667,0.068,
519,494,,,0.36124,0.312906667,0.252333333,0.1352,0.27722,0.263457778
520,371,,,0.381480952,0.330202222,0.331366667,0.3071,0.27008,0.51351
521,268,,,,0.39514,0.42988,0.367,0.2707,0.410833333
522,547,,,0.54681,0.347480556,0.382493333,,0.333666667,
523,379,,,,0.463733333,0.4347,0.2027,0.594033333,
524,142,,,0.641,,0.376533333,,0.7225,0.3583
525,216,,,0.390471429,0.292483333,0.25545,0.351333333,0.37389,
526,288,,,0.406546667,0.370016667,0.357906667,0.437189286,0.438064286,
527,282,,,,0.215866667,0.487806667,0.344,0.483903571,0.282566667
528,5,,,0.443586667,0.288680952,0.406780952,0.5226,,0.524407143
529,183,,,,0.191183333,0.4216,0.39744,,0.394793333
530,211,,,0.8731,0.316633333,0.4553,0.2473,0.3627,
