,Person,<=10,10-20,20-30,30-40,40-50,50-60,60-70,70+
417,518,,0.18455,0.357583333,0.40108,0.7133,0.626816667,,
418,59,,,0.3826,0.358666667,,0.3058,0.4565,0.425877778
419,417,,0.32636,0.329619444,0.333673333,0.2483,0.433305556,,
420,101,,,,0.267766667,0.2378,,,
421,519,,,,0.1445,0.377764444,0.378732143,0.28845,
422,532,,,0.460657143,0.477083333,0.318738095,0.549063889,,
423,394,,,,0.431926667,0.368773333,0.29231,0.5685,0.562693407
424,289,,,0.396417857,0.33025,0.45779,0.466933333,,
425,412,,,,,0.233,0.318066667,0.528816667,0.357833333
426,257,,,0.24769,0.245213333,0.268766667,0.6506,0.318028571,0.42595
427,424,,0.38069,0.415147619,,0.52545,0.621283333,0.366693333,0.4785
428,171,,,0.4554,0.375,0.3032,0.493182143,0.4472,
429,437,,0.1221,0.272733333,0.1835,0.57855,0.46161,0.6401,0.78
430,506,,0.4623,0.341966667,0.4488,0.5643,0.685033333,,
431,250,,0.3902,0.624613333,0.6702,,,,0.407466667
432,473,,0.1,0.41855,0.426102778,0.574366667,0.417728571,0.50202381,0.4829
433,352,,,0.332689286,0.35775,0.520633333,,,0.242333333
434,138,,,0.36572,0.419917857,0.387491667,0.27032381,0.33664,0.337406667
435,299,,0.1804,0.218766667,0.43727,0.32925,,,
436,460,,,,0.35168,0.30261,0.48168,0.35668,0.54432
437,467,,0.124633333,0.2942,0.365191667,0.45958,0.51854,,
438,537,,,,0.506166667,0.448166667,0.574566667,,
439,477,,,0.604133333,0.1757,0.6608,0.484533333,,
440,272,,,0.328075,0.302766667,0.431492857,,,
441,163,,,0.1257,0.29925,0.303464286,0.316866667,0.550733333,
442,459,,,0.1179,0.21838,0.0938,,0.466433333,
443,201,,,,,0.5733,0.353039286,0.4908,0.240183333
444,399,,0.391766667,,,0.3172,,0.4863,0.402757143
445,193,,0.0954,0.283833333,0.23778,0.518566667,,,0.409633333
446,150,,0.511516667,0.502811111,0.380369444,0.4299,,,
447,431,,,0.304367857,0.34912,0.479785714,0.303290476,0.45658,0.52567619
448,179,,,,0.3513,,,0.3614,0.541
449,526,,,0.51637,0.760233333,0.733183333,,,
450,364,,,0.241733333,0.332,0.4021,0.571706667,0.25538,0.5484
451,479,,,,0.5601,0.353988889,0.44228,0.231066667,0.38338
452,298,,,0.0711,0.235073333,0.35666,0.485666667,,
453,239,,,,0.332808333,0.348497222,0.5929,0.24599,0.6429
454,295,,,,0.4035,0.343,0.32795,0.417206667,
455,99,,,0.57569,0.436113333,0.56611,0.46135,,0.3392
456,354,,,0.248809524,0.376066667,0.226783333,0.0267,0.26322,0.484683333
457,91,,,0.2011,0.815519048,0.56282,0.83374,0.891957143,
458,30,,0.37589,0.291758333,0.285816667,0.310425,0.534626667,0.0606,
459,19,,,0.460390476,0.418328571,0.407744444,0.5546,,
460,482,,0.5608,0.3409,0.45954,0.0478,,0.52434,
461,522,,,,0.2077,0.713,0.43188,,
462,305,,,0.298316667,0.4313,0.4349,0.45825,0.40015,0.5843
463,153,,,0.566421429,0.603558333,0.42594,0.663510714,0.58962,
464,234,,,,0.35488,0.268266667,0.196,0.440966667,0.355633333
465,469,,,0.6171,0.269830556,0.361725,0.543453333,0.528,
466,174,,,,0.4603,,0.5299,,0.4795
467,323,,0.5979,,0.428366667,0.464933333,,,0.345316667
468,278,,,0.290533333,0.438222222,0.370997222,0.37209,,
469,284,,,0.3251,0.303133333,0.329513333,0.330166667,0.393221429,0.351092857
470,386,,0.3864,0.235066667,0.439535714,0.453592857,0.436942857,0.34741,
471,86,,,,0.358033333,0.306046667,0.363383333,0.37705,0.46646
472,112,,0.2976,0.3235,0.304075,0.280071429,0.25811,0.345682222,0.494327273
473,227,,,0.261233333,0.533066667,0.2134,,,
474,433,,,0.0497,0.191533333,0.2641,0.555833333,0.4009,0.7316
475,564,,,0.4418,0.411846667,0.46185,0.35297,0.731533333,0.0183
476,49,,0.1476,0.37575,,0.35602,0.376957143,0.429857143,0.369572222
477,462,,,0.3539,0.382933333,0.412077778,0.389344444,0.39493,0.452186667
478,456,,,0.446317857,0.396619048,0.30608,0.32817,0.415633333,0.520133333
479,100,,,0.297552778,0.298985714,0.24457,0.4604,,0.634133333
480,484,,,,0.358288889,0.354094444,0.407317857,0.3203,
481,76,,,0.5162,0.2909,0.344233333,0.4559,,
482,119,,,,,0.120366667,0.0841,,
483,146,,,,0.43206,0.567933333,0.235383333,0.422317857,0.50527619
484,141,,,0.288367857,0.299813889,0.308933333,0.608646429,0.282366667,
485,263,,,,0.3716,0.269390476,0.567633333,0.4144,
486,402,,,0.4885,0.369652381,0.462593333,0.408126667,0.277666667,
487,70,,,,0.337275,0.382238095,0.4905,0.2898,0.325966667
488,291,,,0.6131,0.46107,0.31437,,0.255483333,
489,489,,,,0.419766667,0.360816667,0.386166667,0.390033333,0.350766667
490,457,,0.398,0.328372222,0.295766667,0.2989,0.5742,,
491,226,,,0.0126,0.299061905,0.468169444,0.552038095,,
492,556,,,0.3462,0.2561,0.67787619,0.9181,,
493,297,,,,,0.5001,,0.6344,
494,435,,0.4726,0.2276,0.4256,0.323866667,0.0149,0.360833333,0.5585
495,476,,,0.2553,0.300616667,0.216166667,,0.565466667,
496,543,,,0.430716667,0.309095238,0.386566667,0.237816667,0.4026,
497,411,,,0.568633333,0.391082222,,,,
498,443,,,,0.411595238,0.327326667,0.53607,0.2968,
499,491,,,0.319633333,0.304866667,0.442366667,0.486116667,,0.0042
500,326,,,,0.357816667,,0.39835,0.192366667,
501,84,,,0.3337,0.2121,0.4495,0.3814,0.3526,
502,202,,,,0.356473333,0.501852381,0.562666667,0.583542222,
503,359,,,0.9656,,0.982833333,0.547366667,,0.59522381
504,55,,,0.232233333,0.268673333,0.498626667,0.500561905,0.56532,
505,244,0.314566667,0.277509524,0.25346,0.2781,0.2532,0.520413333,0.36632,
506,129,,,,0.3922,0.308247619,0.359,0.304866667,0.380026667
507,407,,,0.519233333,0.347,0.536766667,0.592833333,,0.48045
508,480,,,0.4306,0.300202778,0.376983333,0.552766667,0.512933333,
509,190,,0.659033333,0.316848889,0.436388889,0.47583,0.373280952,0.508864286,
510,41,,,0.331526667,0.41197619,0.396532143,0.420569444,0.1699,
511,67,,,,0.271716667,0.323266667,0.287404762,0.3092,0.462938095
512,205,,,,0.4429,,,,
513,236,,,0.3835,0.232958333,0.323233333,0.28269,0.35,0.368748352
514,115,,,0.316766667,0.382242857,0.390866667,0.431842857,0.575404762,0.5977
515,392,,0.31678,0.313542857,0.367233333,0.41424,0.374666667,0.4066,0.399330769
516,117,,,0.466246667,0.452147619,0.42913,0.47207,0.439613333,0.532533333
517,220,,,0.33836,0.287466667,0.538133333,,,
518,104,,,0.504083333,0.396835556,0.29728,0.328,0.0411,0.578511111
519,271,,,0.274789286,0.309833333,0.495466667,,0.222833333,
520,116,,,0.367883333,0.469147619,0.476633333,0.4427,0.55991,0.611395238
521,319,,,0.418133333,0.398533333,0.47668,0.581547619,,
522,229,,0.50787,0.430947222,0.32695,0.25895,0.450693333,,
523,53,,,,,,,,0.674009524
524,500,,,0.26672,0.424986667,0.5755,0.528683333,0.632216667,0.6091
525,124,,,,,,0.5259,0.4633,0.359152381
526,471,,,0.425239286,0.385031111,0.384880952,0.321366667,0.451516667,0.466911111
527,464,,,0.359866667,0.334369444,0.450086667,0.422833333,0.380046667,
528,231,,,0.604978571,0.45923,0.377367857,0.449733333,,
529,427,,0.8312,0.428366667,0.508433333,0.367246667,0.436533333,0.522393333,
530,42,,,0.550083333,0.4571,0.32528,0.541342857,0.407386667,
531,294,,,,0.4453,0.427373333,0.318466667,0.417252381,0.4042
532,63,,,,0.406013333,0.3527,0.499986667,0.37315,0.454013333
533,157,,,0.35672381,0.415894444,0.38054,,,
534,548,,,0.444616667,0.418616667,0.371975,0.340886667,0.534,0.550013333
535,12,,,0.3181,0.333333333,,,0.461433333,0.327266667
536,182,,,0.241066667,0.308685714,0.45978,0.391393333,0.364033333,0.503314545
537,145,,,0.167666667,0.339885714,0.236393333,0.58259,0.504046429,
538,281,,,,0.4375,,0.0656,0.5989,0.426983333
539,211,,,0.9024,0.3398,0.6219,0.0648,0.9883,
540,126,,,,0.308719444,0.7223,0.530366667,0.428028571,0.49453
541,15,,,0.3036,0.365726667,0.505128571,0.24821,0.30913,0.700483333
542,370,,0.41875,0.467914286,0.33927,0.408886667,0.4428,,
543,176,,0.177,0.3274,0.486,,,,
544,108,,,,0.278628571,0.044,0.369466667,0.35134,0.571433333
545,256,,,0.37462,0.394875,0.52376,0.487626667,0.177733333,0.356490476
546,187,,,0.396847619,0.559366667,0.285753333,0.228966667,,
547,320,,,0.381883333,0.457104762,0.674735714,0.603166667,,
548,328,,,,0.3476,0.28464,0.303086667,0.540933333,0.53193
549,40,,,,0.44295,0.34885,0.3596,0.419683333,0.292533333
550,47,,0.4203,0.406647619,0.357633333,0.329866667,0.564233333,0.5207,
551,65,,,0.182083333,0.347042857,0.655028571,0.628,,
552,88,,,,,0.286808333,0.480566667,0.340233333,0.430034848
553,486,,,0.324086667,0.564625,0.489833333,0.576089286,0.245833333,
554,137,,,0.0709,0.386716667,0.387752778,0.614247619,0.605766667,
555,396,,,,0.487433333,0.2115,,0.3071,0.439117857
556,170,,,0.5109,0.4082,0.30275,,,0.396606667
557,529,,,,,0.0503,0.45774,0.455028571,0.491473333
558,94,,0.2697,0.45293,0.359952381,0.487113889,0.41855,0.436738095,
